"","ID","ID_year","ID_Rater1","ID_Rater2","Score_Rater1","Score_Rater2","C_extra_1","C_extra_2","C_sum_1","C_sum_2","L_extra_1","L_extra_2","L_struct_1","L_struct_2","L_style_1","L_style_2","L_syntax_1","L_syntax_2"
"18472",115970,13,"0001a9aa","0001d2d3",23,25,0,0,16,19,0,0,4,4,3,2,0,0
"18474",115971,11,"0000cee4","0000cab9",27,33,0,1,17,18,0,0,6,6,3,5,1,3
"18475",115972,10,"0000cbf7","0001dbf5",30,29,0,0,21,19,0,0,6,6,3,4,0,0
"18476",115973,11,"0000c9bf","0000cc4c",35,30,0,0,25,21,0,0,5,5,5,4,0,0
"18477",115974,10,"0001d3aa","0001d578",31,31,0,0,18,19,0,0,5,6,4,5,4,1
"18478",115975,13,"0001d56b","0001d181",36,38,0,0,20,19,0,2,6,5,5,6,5,6
"18479",115976,10,"0001b0f5","0001dc14",32,32,0,0,19,19,0,0,5,5,4,5,4,3
"18480",115977,12,"0001d57d","0001dbaf",27,31,0,0,16,19,0,0,6,6,4,4,1,2
"18481",115978,14,"0000cc4c","0001d2d2",42,40,2,1,27,28,0,0,6,6,4,4,3,1
"18482",115979,13,"0001d8b2","0000cbf8",33,39,0,0,25,26,0,0,5,6,3,4,0,3
"18483",115980,11,"0001d3a5","0001dbf5",30,26,0,0,20,17,0,0,6,5,3,3,1,1
"18484",115981,10,"0001d49a","0001d395",28,27,0,0,22,13,0,0,4,6,2,6,0,2
"18486",115983,11,"0000cab4","0000cee3",29,28,0,0,22,16,0,0,3,6,4,4,0,2
"18487",115984,11,"0001dc0b","0001d676",30,25,0,0,23,18,0,0,4,5,2,2,1,0
"18488",115985,11,"0001d3aa","0000cd39",47,38,2,0,29,25,0,1,6,6,5,2,5,4
"18489",115986,11,"0000c9b3","0001a9c5",22,27,0,0,14,18,0,0,5,6,3,3,0,0
"18490",115987,11,"0001dbf1","0001d56b",30,28,0,0,24,22,0,0,6,5,0,1,0,0
"18491",115988,10,"0001d580","0001a9c2",33,21,0,0,23,17,0,0,5,4,4,0,1,0
"18493",115989,12,"0001d8b5","0001dbd5",21,23,0,0,15,16,0,0,4,4,2,3,0,0
"18495",115990,14,"0000c9bc","0001d181",23,36,0,1,16,23,0,0,6,6,1,4,0,2
"18496",115991,11,"0001d5c7","0001a9c1",31,27,0,0,21,17,0,0,6,6,4,4,0,0
"18497",115992,11,"0001d57d","0001d586",33,23,0,0,25,18,0,0,5,4,3,1,0,0
"18498",115993,10,"0000ce21","0001d382",24,27,0,0,15,16,0,0,5,6,1,2,3,3
"18499",115994,11,"0001d5fb","0001daa6",42,44,0,0,28,24,0,0,5,6,4,6,5,8
"18500",115995,12,"0001b120","0001d182",27,29,0,0,19,20,0,0,4,4,4,3,0,2
"18502",115995,13,"0001a9c4","0001db88",14,17,0,0,8,7,0,0,4,6,2,4,0,0
"18506",115996,11,"0000c9bb","0000cabf",32,34,0,0,21,21,0,0,5,6,6,4,0,3
"18507",115997,13,"0001de3e","0001dbb3",39,23,0,0,27,11,0,0,6,6,4,4,2,2
"18508",115998,14,"0001a9bd","0001d33e",21,17,0,0,12,8,0,0,6,5,3,4,0,0
"18509",115999,11,"0001d395","0001d3a4",39,31,1,0,18,19,1,1,6,4,6,1,7,6
"18510",116000,13,"0000cab4","0000cee9",29,30,0,0,16,18,0,0,6,5,4,5,3,2
"18511",116001,12,"0001dbcd","0001dc0c",42,35,1,1,25,21,1,0,6,6,5,4,4,3
"18512",116002,11,"0001dbd6","0001d588",25,20,0,0,16,12,0,0,5,5,4,3,0,0
"18513",116002,12,"0001d66f","0001dbb0",27,18,0,0,19,12,0,0,5,5,2,1,1,0
"18514",116003,13,"0001d353","0001dbb0",36,30,0,0,22,18,0,0,6,5,4,4,4,3
"18516",116005,10,"0001d3a9","0001d182",32,35,0,0,19,22,0,0,6,6,6,4,1,3
"18517",116005,11,"0001b0fa","0001dbdc",16,24,0,0,8,16,0,0,4,3,4,3,0,2
"18518",116006,13,"0001d591","0001dbf5",27,26,0,0,16,16,0,0,5,5,4,4,2,1
"18519",116007,14,"0001ae09","0001d570",34,35,0,0,23,21,0,0,4,5,5,5,2,4
"18521",116009,11,"0001d5e1","0001a9bf",27,30,0,0,18,20,0,0,5,6,4,4,0,0
"18522",116010,14,"0001ae1d","0001d8b4",21,25,0,0,17,17,0,0,4,5,0,3,0,0
"18523",116011,11,"0001dba6","0001d58a",12,17,0,0,7,11,0,0,3,3,2,3,0,0
"18525",116011,12,"0001d37d","0001b105",26,25,0,0,17,16,0,0,6,6,3,3,0,0
"18528",116013,12,"0001d39e","0001d30e",28,36,0,2,17,25,0,0,4,5,3,3,4,1
"18529",116014,12,"0001dbe0","0001d392",39,35,0,0,27,25,0,0,6,6,5,4,1,0
"18530",116015,13,"0001d30c","0000ccf0",26,30,0,0,17,21,0,0,4,3,4,4,1,2
"18531",116016,12,"0001d57d","0001dbaf",32,31,0,0,21,19,0,0,6,6,4,4,1,2
"18533",116016,13,"0001a9c2","0001b141",30,24,0,0,19,14,0,0,6,5,3,4,2,1
"18534",116017,11,"0001d3a6","0000cac2",37,42,1,2,25,24,0,1,6,5,5,6,0,4
"18535",116018,13,"0001ae08","0001dba2",24,19,0,0,13,12,0,0,6,4,5,3,0,0
"18536",116019,11,"0001d56e","0001d580",35,49,0,2,23,30,0,1,6,6,5,5,1,5
"18539",116021,12,"0001d5ea","0000ce1e",40,38,0,0,28,29,0,0,5,6,5,3,2,0
"18540",116022,12,"0001dbd9","0001a9c2",33,28,0,0,15,16,0,0,6,6,6,1,6,5
"18541",116023,12,"0001d669","0001dbd7",30,34,0,0,18,22,0,0,6,6,5,3,1,3
"18542",116024,14,"0001dc0c","0001d30e",23,25,0,0,17,20,0,0,5,3,1,2,0,0
"18543",116025,11,"0001dbaf","0000c9b9",37,35,0,0,25,24,0,0,5,6,5,3,2,2
"18544",116026,11,"0000c9bf","0000cc4c",33,37,0,0,21,20,0,0,6,6,3,5,3,6
"18545",116027,14,"0001b0f6","0001dc09",46,45,2,1,28,29,1,1,5,5,5,4,5,5
"18546",116028,13,"0001a9c1","0001dbc8",37,29,1,0,24,17,0,0,5,4,3,4,4,4
"18547",116029,14,"0001d353","0000cee4",25,21,0,0,18,15,0,0,5,3,2,3,0,0
"18549",116030,12,"0000cab4","0000cc35",33,35,0,0,23,20,0,1,5,6,4,5,1,3
"18550",116031,13,"0001d578","0001ae07",21,26,0,0,16,17,0,0,2,6,3,3,0,0
"18551",116032,13,"0001b108","0000ce21",32,34,0,0,17,20,0,0,6,6,5,5,4,3
"18552",116033,12,"0001d674","0001dbc2",18,20,0,0,13,13,0,0,4,4,1,3,0,0
"18553",116034,14,"0001b109","0000cccf",38,36,0,0,23,26,0,0,6,6,5,3,4,1
"18554",116035,10,"0001dbdc","0001d3a0",40,36,1,0,28,25,0,0,6,6,3,4,2,1
"18555",116036,13,"0001d8b2","0000cbf8",23,32,0,0,15,21,0,0,4,6,3,4,1,1
"18556",116037,10,"0000cee3","0001d4e2",39,33,0,0,19,18,1,0,6,6,5,3,8,6
"18557",116038,10,"0001db9d","0001d56e",32,34,0,0,18,20,0,0,4,5,5,5,5,4
"18558",116039,10,"0001d3a8","0000cc35",45,25,2,0,29,18,0,0,6,6,3,0,5,1
"18559",116040,14,"0001a9c2","0000c9b4",24,17,0,0,19,10,0,0,4,3,1,4,0,0
"18560",116041,11,"0001a9c5","0000cee6",37,45,0,1,21,27,1,1,6,6,5,5,4,5
"18562",116041,12,"0001d4dd","0000c9bf",38,43,0,1,23,23,0,2,6,6,4,5,5,6
"18563",116042,11,"0001d4e2","0001d30e",21,16,0,0,13,9,0,0,5,4,3,3,0,0
"18565",116042,12,"0000ceea","0001d30c",20,17,0,0,15,11,0,0,5,3,0,3,0,0
"18567",116043,13,"0001dba6","0001d58a",39,40,0,2,29,28,0,0,5,5,3,3,2,2
"18568",116044,10,"0001db8d","0000cabc",35,33,1,0,24,21,0,0,6,6,3,5,1,1
"18569",116045,14,"0001d2d4","0001d5f0",33,24,0,0,21,18,0,0,6,5,5,0,1,1
"18570",116046,10,"0001daa6","0001b0f5",21,25,0,0,15,16,0,0,5,5,1,4,0,0
"18572",116046,11,"0001dba3","0000ca9f",26,30,0,0,18,19,0,0,4,6,4,5,0,0
"18573",116047,14,"0001db8f","0001dbff",26,20,0,0,12,10,0,0,6,3,5,3,3,4
"18574",116048,14,"0001dba7","0000cbf8",32,22,0,0,21,13,0,0,6,6,5,3,0,0
"18575",116049,13,"0001dc0c","0001dbe0",40,26,1,0,26,17,0,0,6,6,4,3,3,0
"18576",116050,11,"0000ce1d","0001a9cc",27,24,0,0,18,18,0,0,5,5,3,1,1,0
"18577",116051,12,"0001d39e","0001d30e",21,23,0,0,12,16,0,0,3,4,5,3,1,0
"18578",116052,14,"0001d4dd","0000ce21",27,18,0,0,17,12,0,0,6,5,3,1,1,0
"18580",116053,12,"0000cbf8","0001d56a",35,31,0,0,22,20,0,0,6,5,3,5,4,1
"18581",116054,13,"0000cee9","0001d3aa",28,26,0,0,18,16,0,0,6,6,2,4,2,0
"18583",116056,11,"0001a9aa","0001dbb3",38,25,0,0,21,12,0,0,6,6,6,4,5,3
"18585",116057,13,"0000c9ba","0001dba7",28,28,0,0,21,19,0,0,4,4,3,5,0,0
"18588",116059,11,"0001dbbd","0001d580",20,19,0,0,12,16,0,0,5,3,3,0,0,0
"18590",116060,14,"0001d668","0001d5c7",33,32,0,0,25,24,0,0,5,5,3,3,0,0
"18591",116061,10,"0000cabf","0000cbf7",28,29,0,0,20,17,0,0,3,5,4,5,1,2
"18592",116062,14,"0000cee0","0001dbce",25,26,0,0,13,15,0,0,6,5,4,3,2,3
"18593",116063,12,"0001dbaf","0001d2d4",35,35,0,0,25,26,0,0,6,6,3,3,1,0
"18594",116064,14,"0001d51c","0001dbdc",32,30,0,0,24,20,0,0,5,5,3,4,0,1
"18595",116065,12,"0000cc35","0001d3a8",37,35,0,0,26,23,0,0,6,6,2,4,3,2
"18596",116066,10,"0001a9c1","0001dc0b",26,34,0,0,14,21,0,0,4,5,5,4,3,4
"18597",116067,11,"0001d580","0001db9d",22,19,0,0,17,11,0,0,2,3,2,4,1,1
"18598",116068,12,"0001de3e","0001dbed",40,33,0,0,30,21,0,0,6,6,3,6,1,0
"18599",116069,10,"0001d49b","0001d393",27,28,0,0,18,21,0,0,6,5,3,2,0,0
"18600",116069,11,"0001dbdc","0000cee7",12,20,0,0,9,14,0,0,3,4,0,2,0,0
"18601",116070,10,"0001d4e2","0001d580",46,41,2,1,24,25,2,0,6,6,5,5,7,4
"18602",116071,13,"0001d51c","0000c9be",26,18,0,0,19,13,0,0,5,4,2,1,0,0
"18603",116072,13,"0001d39f","0001b0fa",34,35,0,0,21,24,0,0,6,6,5,4,2,1
"18605",116074,13,"0001db88","0001dbeb",36,45,0,2,18,23,2,0,5,6,6,6,5,8
"18606",116075,12,"0000c9b6","0001dbd6",20,23,0,0,13,15,0,0,5,4,2,4,0,0
"18608",116076,10,"0001db8d","0001ae09",24,26,0,0,16,18,0,0,5,6,3,2,0,0
"18609",116076,12,"0001dbd8","0001dc14",18,27,0,0,12,19,0,0,3,4,3,4,0,0
"18611",116077,12,"0000ce21","0000cccf",31,41,0,0,19,25,0,1,5,6,3,4,4,5
"18612",116078,11,"0000c9b6","0001db8f",25,38,0,0,18,25,0,0,6,6,1,6,0,1
"18613",116079,12,"0001d3a8","0001ad83",33,44,0,1,25,28,0,0,5,6,3,5,0,4
"18614",116080,13,"0001dba2","0001ae09",23,21,0,0,12,15,0,0,4,4,5,2,2,0
"18615",116080,14,"0001d182","0001d8b8",23,21,0,0,16,12,0,0,4,5,3,4,0,0
"18616",116081,10,"0000cee7","0001d30c",20,25,0,0,11,12,0,0,4,6,3,4,2,3
"18617",116082,10,"0001d395","0001dc1c",39,31,1,0,20,17,0,0,6,6,6,5,6,3
"18618",116083,12,"0000ca9f","0001b0fa",36,35,1,0,22,24,0,0,5,6,5,2,3,3
"18619",116084,11,"0001a9aa","0001dbb3",27,22,0,0,19,14,0,0,5,5,3,3,0,0
"18620",116085,13,"0001d66c","0001d393",24,31,0,0,17,24,0,0,5,5,2,2,0,0
"18622",116086,13,"0001d56b","0001dbd6",25,28,0,0,16,18,0,0,5,5,4,5,0,0
"18623",116087,11,"0001b120","0001dba2",31,31,0,0,20,18,0,0,6,5,2,4,3,4
"18624",116088,10,"0001d674","0001dbc2",30,29,0,0,17,17,0,0,6,6,4,4,3,2
"18625",116089,11,"0001dbfe","0001db8f",28,31,0,0,21,21,0,0,4,6,2,4,1,0
"18626",116090,14,"0001b109","0001d2d2",23,30,0,0,14,20,0,0,5,6,4,4,0,0
"18627",116091,10,"0001d4dd","0001b109",29,26,0,0,18,15,0,0,6,6,2,5,3,0
"18629",116092,13,"0001dc20","0001b120",33,16,0,0,25,15,0,0,5,1,3,0,0,0
"18630",116093,14,"0000cbf8","0000c9bc",29,29,0,0,19,20,0,0,6,4,3,3,1,2
"18631",116094,10,"0000cee7","0001d30c",36,33,0,0,23,19,0,0,6,6,3,4,4,4
"18632",116095,12,"0001dc15","0000c9bf",28,28,1,0,18,21,0,0,6,5,3,2,0,0
"18633",116096,14,"0001dbc5","0001a9aa",29,26,0,0,17,15,0,0,5,5,3,4,4,2
"18634",116097,14,"0001dbd5","0000ce13",30,31,0,0,24,25,0,0,5,6,1,0,0,0
"18635",116098,13,"0001d5ea","0000ce13",36,39,1,0,23,26,0,0,6,6,5,4,1,3
"18636",116099,14,"0000cabf","0001dbb1",29,26,0,0,16,17,0,0,6,5,4,3,3,1
"18637",116100,13,"0001a9c5","0000cccf",45,34,0,0,27,20,2,0,6,6,5,4,5,4
"18638",116100,14,"0001d33e","0000cccf",42,45,0,1,27,29,0,1,6,6,6,4,3,4
"18639",116101,13,"0001d665","0001d51c",24,26,0,0,15,18,0,0,5,5,4,3,0,0
"18640",116102,14,"0000cac0","0001d569",20,28,0,0,13,18,0,0,5,5,2,3,0,2
"18642",116104,11,"0001d3a5","0001daa3",32,33,0,0,22,23,0,0,6,6,4,4,0,0
"18643",116105,10,"0001d395","0001dc1c",45,38,2,1,26,24,0,0,6,5,6,4,5,4
"18644",116106,11,"0001d8b4","0001b109",23,28,0,0,17,18,0,0,5,6,1,4,0,0
"18645",116107,10,"0001d8b4","0000cee6",34,43,0,2,23,27,0,0,6,6,3,5,2,3
"18646",116108,10,"0000cee3","0001d4e2",35,33,0,0,20,19,0,0,6,6,5,5,4,3
"18647",116109,14,"0000ce21","0001d382",35,31,1,0,22,19,0,0,5,6,4,3,3,3
"18648",116110,10,"0000cbf8","0000ce1e",26,27,0,0,20,18,0,0,6,4,0,2,0,3
"18649",116111,14,"0001dbb5","0001d497",26,22,0,0,17,15,0,0,6,5,3,2,0,0
"18652",116113,14,"0001d5fb","0001db8d",31,40,0,1,22,25,0,0,6,6,3,5,0,3
"18653",116114,14,"0001b141","0001ad83",32,44,0,0,21,26,0,0,3,6,3,6,5,6
"18654",116115,10,"0001d3a9","0001d182",39,40,1,0,23,24,0,0,6,6,5,5,4,5
"18655",116116,11,"0001a9cb","0001dbd5",31,30,0,0,24,22,0,0,5,3,2,5,0,0
"18656",116117,14,"0001dbb3","0001d5f0",26,31,0,0,19,25,0,0,6,6,1,0,0,0
"18658",116119,13,"0001d181","0001d56a",21,24,0,0,14,13,0,0,5,6,2,5,0,0
"18659",116120,11,"0001d674","0001dbc2",40,33,0,2,25,22,0,0,6,6,5,2,4,1
"18660",116121,11,"0001d56a","0001d8b5",38,39,0,0,25,25,0,0,6,6,6,5,1,3
"18661",116122,12,"0001d578","0000cabb",45,41,1,0,27,22,0,0,6,6,5,6,6,7
"18662",116123,14,"0001d586","0001d457",28,28,0,0,17,21,0,0,6,4,3,3,2,0
"18663",116124,11,"0001de3e","0001d353",39,42,0,2,30,30,0,0,6,6,3,3,0,1
"18664",116125,14,"0001ad83","0001b0fa",35,34,0,0,22,23,0,0,6,5,3,4,4,2
"18665",116126,14,"0001dba7","0001dbff",46,50,0,2,26,28,1,3,6,6,6,5,7,6
"18666",116127,12,"0001dc08","0001dbeb",21,34,0,0,17,23,0,0,2,4,2,5,0,2
"18667",116128,11,"0001d3a9","0001d5fb",43,41,1,0,30,30,0,0,6,5,5,4,1,2
"18668",116129,13,"0001dc09","0001d586",26,26,0,0,19,17,0,0,4,5,3,4,0,0
"18669",116130,14,"0000c9be","0000cab4",26,27,0,0,16,16,0,0,5,5,3,3,2,3
"18670",116131,14,"0000ca9f","0001a9c2",35,38,0,0,17,22,0,0,6,6,5,4,7,6
"18671",116132,13,"0001d5e1","0001d395",29,38,0,2,19,20,0,0,6,6,3,6,1,4
"18672",116133,14,"0001ae09","0001d8b8",39,29,2,0,28,21,0,0,6,6,3,2,0,0
"18673",116134,10,"0001d8b5","0001dbea",26,23,0,0,20,17,0,0,4,3,2,3,0,0
"18674",116135,12,"0001ae07","0001a9c2",26,26,0,0,15,18,0,0,6,6,5,0,0,2
"18675",116136,10,"0000ccfb","0001d8b4",24,26,0,0,17,18,0,0,6,5,1,3,0,0
"18676",116137,10,"0000ce13","0001dba7",42,38,1,0,28,24,0,0,6,6,2,5,5,3
"18677",116138,11,"0001dbe1","0001dc20",28,25,0,0,14,14,0,0,6,5,6,4,2,2
"18678",116138,12,"0001dba2","0000cabc",26,31,0,0,16,20,0,0,5,5,3,5,2,1
"18679",116139,10,"0001d3a8","0001d51c",33,24,0,0,21,16,0,0,6,5,3,3,3,0
"18680",116140,14,"0001a9c3","0001dbf5",37,36,1,1,25,25,0,0,6,6,5,4,0,0
"18681",116141,11,"0001a9cc","0000cac0",24,34,0,0,15,20,0,0,5,6,2,4,2,4
"18682",116142,13,"0001d2d3","0000c9b9",28,35,0,1,21,23,0,0,5,6,2,2,0,3
"18683",116143,10,"0001dc08","0000cee9",35,27,0,0,18,17,2,0,6,6,5,3,4,1
"18684",116144,13,"0001dbb0","0001d66f",29,20,0,0,20,12,0,0,5,3,4,5,0,0
"18685",116145,10,"0001dbf2","0001a9aa",37,30,0,0,24,18,0,0,5,6,4,4,4,2
"18686",116146,11,"0001a9bf","0001d395",23,25,0,0,13,9,0,0,5,6,3,4,2,6
"18687",116147,11,"0000c9b5","0000cd39",29,31,0,0,16,18,0,0,2,5,5,2,6,6
"18688",116148,10,"0001d2d3","0001d353",26,33,0,0,15,17,0,0,3,5,3,5,5,6
"18689",116149,13,"0001dbd5","0000ce1d",33,25,0,0,23,19,0,0,5,3,5,3,0,0
"18691",116151,10,"0000cee4","0000cee0",26,35,0,2,20,27,0,0,3,5,3,1,0,0
"18692",116152,13,"0001a9c5","0000cccf",15,25,0,0,12,16,0,0,3,6,0,3,0,0
"18693",116153,11,"0001d3a5","0001dbf5",29,27,0,0,21,20,0,0,6,5,2,2,0,0
"18694",116154,13,"0001db91","0001d5fb",31,37,0,0,23,27,0,0,5,4,3,4,0,2
"18695",116155,13,"0001a9c2","0001b141",25,23,0,0,17,14,0,0,6,6,2,3,0,0
"18696",116156,13,"0001d2d3","0000c9b9",27,31,0,0,17,16,0,0,5,6,4,5,1,4
"18697",116157,12,"0001d392","0001dbbd",36,28,0,0,23,18,0,0,6,5,4,5,3,0
"18698",116158,12,"0001d353","0001dc09",32,38,0,0,26,26,0,0,4,6,2,5,0,1
"18699",116159,14,"0001d5c7","0001d668",30,32,0,0,19,23,0,0,5,5,4,3,2,1
"18700",116160,10,"0001a9aa","0000cee4",29,36,0,0,18,24,0,0,5,6,5,4,1,2
"18702",116162,10,"0001d578","0001dbdc",26,28,0,0,19,21,0,0,5,4,2,3,0,0
"18703",116163,10,"0001dbea","0001d8b5",31,42,0,0,24,26,0,0,3,6,4,5,0,5
"18704",116164,13,"0001d66d","0001a9c3",31,35,0,0,22,25,0,0,6,6,3,4,0,0
"18705",116165,12,"0001d590","0000c9b9",35,31,0,0,21,18,0,0,6,5,4,3,4,5
"18706",116166,14,"0001dbea","0000cbf8",28,25,0,0,20,16,0,0,5,6,3,3,0,0
"18708",116167,14,"0001d569","0001a9cc",28,31,0,0,17,17,0,0,6,6,3,5,2,3
"18710",116169,14,"0000cc4c","0001d2d2",28,19,0,0,14,13,0,0,4,4,6,2,4,0
"18711",116170,12,"0001dc0c","0001dbcd",21,23,0,0,11,13,0,0,4,4,5,4,1,2
"18712",116171,12,"0001a9cb","0001dbff",22,25,0,0,16,17,0,0,5,5,1,3,0,0
"18716",116174,13,"0001d39f","0001dbdc",26,32,0,0,15,22,0,0,6,5,5,5,0,0
"18717",116175,10,"0001d3a5","0001d393",28,31,0,0,19,20,0,0,6,5,3,5,0,1
"18719",116177,14,"0001dbb5","0001ae1b",38,32,0,0,23,19,0,0,6,5,5,3,4,5
"18720",116178,11,"0000cd23","0001a9c2",41,32,0,0,26,24,0,0,6,5,3,1,6,2
"18721",116179,10,"0001dbc8","0001a9c1",29,31,0,0,19,20,0,0,5,6,4,5,1,0
"18722",116180,10,"0001d570","0001d8b8",18,11,0,0,10,3,0,0,3,4,3,2,2,2
"18724",116181,14,"0001b109","0000cccf",44,40,0,0,27,26,0,0,6,6,6,4,5,4
"18725",116182,12,"0001d590","0001de3e",25,33,0,0,15,25,0,0,6,6,4,2,0,0
"18726",116183,10,"0001dbaf","0001dbb0",37,35,1,1,24,22,0,0,6,6,4,4,2,2
"18728",116185,13,"0001d586","0001dbf2",31,43,0,0,15,25,0,0,5,5,5,5,6,8
"18729",116186,12,"0001d58a","0001dba6",25,29,0,0,20,22,0,0,3,4,2,3,0,0
"18730",116187,10,"0001d51c","0000cee8",32,36,0,0,21,26,0,0,6,6,4,1,1,3
"18731",116188,10,"0001d30b","0001d497",25,29,0,0,14,21,0,0,6,6,4,2,1,0
"18732",116189,14,"0000c9bc","0001d8b2",39,32,0,0,24,19,0,0,6,6,4,3,5,4
"18733",116190,14,"0000cac0","0001dbd5",30,32,0,0,18,21,0,0,5,6,4,3,3,2
"18734",116191,10,"0001dbcb","0001a9cc",30,24,0,0,21,17,0,0,5,5,2,2,2,0
"18735",116192,10,"0001dba2","0000ceeb",36,30,1,0,21,19,0,0,6,5,5,3,3,3
"18736",116193,12,"0001d34e","0000cac2",31,33,0,0,22,19,0,0,5,4,3,5,1,5
"18737",116194,11,"0000cee8","0000cabe",32,23,0,0,20,14,0,0,6,5,2,1,4,3
"18738",116195,11,"0000c9ba","0001dbfe",20,13,0,0,13,7,0,0,3,3,4,3,0,0
"18739",116196,14,"0000c9bd","0000cbf7",30,28,0,0,17,16,1,0,5,6,3,3,4,3
"18740",116197,14,"0001d49a","0001d30e",33,34,0,0,25,25,0,0,4,6,4,3,0,0
"18741",116198,11,"0001dbf2","0001de3e",36,36,0,0,21,26,0,0,4,6,4,4,7,0
"18742",116199,11,"0001dbf1","0001d56b",31,30,0,0,18,18,0,0,6,6,6,5,1,1
"18743",116200,10,"0001dbc3","0001dbd7",34,35,0,0,21,22,0,0,6,6,5,4,2,3
"18744",116201,13,"0001db9d","0000cd39",35,26,1,0,25,20,0,0,5,4,4,2,0,0
"18745",116202,11,"0001dbc3","0001d34e",37,35,1,0,21,20,1,0,6,5,5,5,3,5
"18746",116203,13,"0001dc08","0001d4e2",40,37,0,0,22,21,0,0,6,6,6,5,6,5
"18747",116204,12,"0001d37d","0001b105",38,34,1,0,24,22,0,0,6,5,2,3,5,4
"18748",116205,11,"0001d30c","0000ceea",28,19,0,0,16,11,0,0,6,4,4,2,2,2
"18750",116206,13,"0001dbeb","0001dc08",44,41,1,0,28,24,0,0,6,6,4,5,5,6
"18751",116207,10,"0001d3aa","0001d3a0",34,36,0,0,22,21,0,0,5,6,5,6,2,3
"18752",116208,10,"0001dc08","0001d3a4",35,39,0,1,19,24,2,2,6,6,5,4,3,2
"18753",116209,14,"0001d4e2","0001dc0c",28,19,0,0,18,13,0,0,3,5,5,1,2,0
"18754",116210,13,"0000cabb","0000cab4",31,30,0,0,21,21,0,0,5,6,5,3,0,0
"18755",116211,14,"0001dbe0","0001a9bf",32,33,0,0,19,19,0,0,5,6,5,5,3,3
"18756",116212,10,"0001dc1c","0001d3a4",31,29,0,0,18,20,0,0,6,6,5,3,2,0
"18757",116213,11,"0001a9c0","0001dbaf",38,34,1,0,24,21,0,0,5,5,3,3,5,5
"18758",116214,12,"0001d395","0001d32b",32,28,0,0,14,16,0,0,5,6,6,4,7,2
"18759",116215,12,"0001d56a","0001d8b2",35,28,0,0,23,20,0,0,6,4,4,3,2,1
"18760",116216,13,"0001dbfb","0000ceea",34,21,1,0,21,15,0,0,6,5,5,0,1,1
"18761",116217,10,"0001d3a6","0001d34e",28,25,0,0,14,12,0,0,5,5,3,3,6,5
"18762",116218,14,"0000cee4","0001dbf2",25,31,0,0,17,21,0,0,4,5,4,3,0,2
"18763",116219,10,"0001b109","0001ae1d",29,22,0,0,15,12,0,0,6,6,5,2,3,2
"18764",116220,10,"0001dbcd","0001d580",31,36,0,0,20,24,0,0,6,5,4,5,1,2
"18765",116221,12,"0001d66d","0001daa3",32,35,0,0,19,21,0,0,5,5,3,4,5,5
"18766",116222,14,"0001d66f","0001d57d",35,37,0,1,24,26,0,0,6,6,4,4,1,0
"18767",116223,10,"0001d393","0001d3a5",29,28,0,0,19,20,0,0,5,4,5,4,0,0
"18768",116224,10,"0001dbe1","0000ccfe",24,10,0,0,11,6,0,0,6,2,5,2,2,0
"18770",116225,10,"0000cee7","0001d30c",30,32,0,0,22,21,0,0,5,6,2,3,1,2
"18771",116226,13,"0001dbf2","0001b105",40,26,0,0,27,18,0,0,5,5,5,3,3,0
"18774",116229,14,"0001b109","0001d2d2",42,39,0,0,26,24,0,0,6,6,6,5,4,4
"18776",116231,10,"0001dbd8","0001db8e",22,34,0,0,17,25,0,0,3,6,2,3,0,0
"18777",116232,11,"0000cbf8","0000ce13",26,31,0,0,15,20,0,0,6,6,3,4,2,1
"18778",116233,11,"0001d353","0001d37d",22,16,0,0,15,9,0,0,6,4,1,3,0,0
"18779",116234,13,"0001ae07","0001b141",23,25,0,0,15,18,0,0,5,5,3,2,0,0
"18780",116235,10,"0001dbaf","0001dbb0",19,19,0,0,12,11,0,0,4,5,3,3,0,0
"18782",116236,12,"0001d34e","0001d66e",33,36,0,0,22,24,0,0,5,6,2,3,4,3
"18783",116237,12,"0000ccf0","0001d3a4",31,32,0,1,19,23,0,0,5,4,5,4,2,0
"18784",116238,11,"0001d353","0001d37d",28,25,0,0,19,14,0,0,6,6,2,4,1,1
"18785",116239,10,"0000ce21","0001d382",25,28,0,0,14,15,0,0,5,6,3,4,3,3
"18786",116240,10,"0001d380","0001b105",35,37,0,0,25,25,0,0,6,6,4,5,0,1
"18787",116241,10,"0001d30b","0001b109",32,29,1,0,19,15,0,0,6,6,4,5,2,3
"18788",116242,13,"0001dc0d","0001dbf8",25,23,0,0,16,16,0,0,4,4,2,2,3,1
"18789",116243,13,"0001dbd8","0001dc14",37,33,0,0,25,22,0,0,5,5,5,5,2,1
"18790",116244,10,"0001b108","0001d30b",27,21,0,0,16,15,0,0,6,3,5,3,0,0
"18791",116245,12,"0001dbb5","0001d8b4",34,30,0,0,27,22,0,0,6,6,1,1,0,1
"18792",116246,10,"0001dc20","0001dbd8",40,33,2,0,29,25,0,0,6,5,3,3,0,0
"18793",116247,11,"0001dc20","0001d182",40,37,1,1,25,24,0,0,6,5,4,4,4,3
"18795",116248,13,"0001d66c","0001d393",43,40,2,1,29,25,0,0,6,6,5,6,1,2
"18796",116249,10,"0001a9bf","0001d5e1",34,27,0,0,22,20,0,0,6,5,5,2,1,0
"18797",116250,10,"0001dbc3","0001dbd7",44,41,0,0,25,25,1,0,6,6,5,3,7,7
"18798",116251,10,"0001d353","0001d457",25,17,0,0,13,11,0,0,6,3,3,3,3,0
